"DataHora_GMT";"Bateria _Volts";"CorrPSol_Logico ";"DirVelVentoMax _oNV ";"DirVento _oNV ";"Pluvio_mm";"PressaoAtm_mB";"RadSolAcum _Mjm-2";"TempAr_oC ";"TempMax_oC";"TempMin_oC ";"UmidInt_perc";"UmidRel _perc";"VelVento10m_ms-1 ";"VelVentoMax_ms-1"
"2001-01-03 03:00:00";11.9;0;80;70;0;1012;0;25;31;21;15;89;2.4;6.4
"2001-01-03 00:00:00";"NA";"NA";"NA";70;0;1013;0;25.5;"NA";"NA";"NA";89;2.6;0
"2001-01-02 21:00:00";"NA";"NA";"NA";80;0;1012;3.4;26.5;"NA";"NA";"NA";79;2.8;0
"2001-01-02 18:00:00";12.1;1;50;90;0;1012;9;30;31;21;20;63;2.9;8.7
"2001-01-02 15:00:00";12.1;1;90;70;0;1013;9.9;30;31;21;20;56;4.8;9.3
"2001-01-02 12:00:00";"NA";"NA";"NA";50;0;1014;4.6;30;"NA";"NA";"NA";64;2.7;0
"2001-01-02 09:00:00";11.9;1;340;280;0;1012;0.1;22;31;21;10;98;0.5;3.2
"2001-01-02 06:00:00";"NA";"NA";"NA";330;0;1011;0;21.5;"NA";"NA";"NA";98;0.5;0
"2001-01-02 03:00:00";"NA";"NA";"NA";50;0;1012;0;25;"NA";"NA";"NA";88;3.3;0
"2001-01-02 00:00:00";"NA";"NA";"NA";60;0;1012;0;25.5;"NA";"NA";"NA";91;2.7;0
"2001-01-01 21:00:00";12.1;0;80;60;0;1010;2.8;26.5;31;22;15;92;4.4;10.4
"2001-01-01 18:00:00";12.2;1;80;70;0;1009;7.4;28.5;31;22;20;77;5.2;11.7
"2001-01-01 15:00:00";12.2;1;80;70;0;1011;8.9;31;31;22;20;61;5;10.8
"2001-01-01 12:00:00";12.3;1;30;310;0;1012;4.2;30.5;31.5;22;20;67;2.4;6.4
"2001-01-01 09:00:00";"NA";"NA";"NA";30;0;1011;0.1;23;"NA";"NA";"NA";98;1.4;0
"2001-01-01 06:00:00";11.9;0;70;340;0;1010;0;22.5;31.5;22;15;98;0.7;4.5
"2001-01-01 03:00:00";"NA";"NA";"NA";50;0;1011;0;25;"NA";"NA";"NA";93;2.1;0
"2002-12-31 12:00:00";12.4;1;230;90;38.5;1014;0.1;29.5;31;22;10;75;3.1;0.9
"2002-12-31 09:00:00";12;1;60;30;38.5;1013;0;22.5;31;22.5;10;99;0.3;1.7
"2002-12-31 06:00:00";12;0;90;270;38.5;1011;0;23;31;23;10;99;0.3;5.5
"2002-12-31 03:00:00";12.1;0;80;70;38.5;1012;0;24.5;31;23;10;98;1.4;7
"2002-12-31 00:00:00";12.1;0;70;80;38.5;1013;3.2;25.5;31;23;10;97;2.1;8.4
"2002-12-30 21:00:00";12.2;0;80;80;38.5;1011;9;26.5;31;23;10;91;3.1;9.1
"2002-12-30 18:00:00";"NA";"NA";"NA";250;38.5;1011;9.4;30;"NA";"NA";"NA";79;3.5;0
"2002-12-30 15:00:00";"NA";"NA";"NA";100;38.5;1014;4.9;30;"NA";"NA";"NA";78;3;0
"2002-12-30 12:00:00";12.4;1;50;70;38.5;1014;0.1;28.5;30.5;23;10;79;3.8;4.4
"2002-12-30 09:00:00";"NA";"NA";"NA";20;38.5;1013;0;23.5;"NA";"NA";"NA";99;0.2;0
"2002-12-30 06:00:00";12.1;0;70;60;38.5;1011;0;24.5;30.5;25;10;98;2.1;7
"2002-12-30 03:00:00";12.1;0;70;70;38.5;1012;0;25;30.5;25.5;10;98;2.6;7.5
"2002-12-30 00:00:00";"NA";"NA";"NA";60;38.5;1013;1.9;25.5;"NA";"NA";"NA";98;3.4;0
"2002-12-29 21:00:00";12.2;0;50;70;38.5;1010;4.8;26.5;30.5;25.5;10;97;3.2;11.4
"2002-12-29 18:00:00";12.4;1;50;70;38.5;1010;8.3;29;30.5;25.5;10;82;5;11.9
"2002-12-29 15:00:00";"NA";"NA";"NA";70;38.5;1011;2.8;29.5;"NA";"NA";"NA";79;5.9;0
"2002-12-29 12:00:00";12.5;1;40;60;38.5;1012;0.1;29;29.5;23;10;85;5.2;8.3
"2002-12-29 09:00:00";12;1;60;50;38.5;1011;0;26;29.5;22.5;10;98;2.6;6.7
"2002-12-29 06:00:00";12;0;50;60;38.5;1009;0;26;29.5;22.5;10;98;3.6;8.2
"2002-12-29 03:00:00";12.1;0;70;60;38.5;1010;0;26;29.5;22.5;10;98;3;7.7
"2002-12-29 00:00:00";"NA";"NA";"NA";60;38.5;1011;0.5;26;"NA";"NA";"NA";98;4;0
"2002-12-28 21:00:00";12.2;0;70;70;38.5;1010;3.8;26;29.5;22.5;10;98;3.6;10.1
"2002-12-28 18:00:00";12.3;1;20;70;38.25;1009;3.5;27.5;29.5;22.5;10;95;4.2;6.9
"2002-12-28 15:00:00";12.3;1;20;70;38.25;1011;2.4;27.5;27.5;22.5;10;97;3.8;6.7
"2002-12-28 12:00:00";12.3;1;330;20;38.25;1011;0.1;27.5;27.5;22.5;10;97;2.8;3.2
"2002-12-28 09:00:00";12;1;30;300;38.25;1010;0;23;27.5;22.5;10;99;1.3;2.8
"2002-12-28 06:00:00";12.1;0;30;20;38.25;1009;0;23;27.5;22.5;10;99;0.7;4.2
"2002-12-28 03:00:00";12.1;0;70;30;38;1010;0;23;27.5;22.5;10;99;1.9;3.1
"2002-12-28 00:00:00";12.1;0;30;20;38;1011;0.5;23;27.5;22.5;10;99;1.1;5.3
"2002-12-27 21:00:00";12.1;0;30;20;38;1011;0.5;23;27.5;22.5;10;99;1.1;5.3
"2002-12-27 18:00:00";12.2;0;60;20;38;1010;2.2;23;31;23.5;10;99;2;4.7
"2002-12-27 15:00:00";12.3;1;290;10;34.75;1011;1.8;22.5;33;24;10;99;2.3;3.8
"2002-12-27 12:00:00";12.1;1;300;80;20.5;1012;1;24.5;33;24;10;99;1.8;3.8
"2002-12-27 09:00:00";12.1;1;340;30;10.75;1011;0;24;33;24;10;98;1.4;5.7
"2002-12-27 06:00:00";12.1;0;30;100;10.75;1009;0;24.5;33;24.5;10;96;1.9;6.8
"2002-12-27 03:00:00";12.2;0;40;40;10.75;1010;0;24.5;33;24.5;10;98;1.3;6.1
"2002-12-27 00:00:00";12.2;0;160;40;10.75;1010;0.9;25;33;25;10;98;2.9;6
"2002-12-26 21:00:00";12.2;0;30;50;10.75;1008;3.2;25;33;25;10;97;2.7;6.8
"2002-12-26 18:00:00";12.2;0;30;60;10.75;1008;4.2;27;33;25;10;88;1;6.8
"2002-12-26 15:00:00";12.4;0;20;110;10.75;1009;3;30;33;25;10;90;1.2;6.5
"2002-12-26 12:00:00";12.5;1;30;340;10.75;1011;0.1;31.5;33;25;10;75;2;4.3
"2002-12-26 09:00:00";"NA";"NA";"NA";340;10.75;1011;0.1;31.5;"NA";"NA";"NA";75;2;0
"2002-12-26 06:00:00";12.1;0;10;50;10.75;1008;0;25.5;33;25;10;98;2.4;5.7
"2002-12-26 03:00:00";12.2;0;70;40;10.75;1009;0;26.5;33;25;10;98;1.6;9.7
"2002-12-26 00:00:00";12.2;0;80;50;10.75;1009;2.7;27;33;25;10;98;3.1;10
"2002-12-25 21:00:00";12.2;0;80;70;10.75;1007;7.9;27.5;33;25;10;97;4.9;10.2
"2002-12-25 18:00:00";12.4;1;80;80;10.75;1007;7.4;30.5;33;25;10;81;4.8;7.6
"2002-12-25 15:00:00";"NA";"NA";"NA";90;10.75;1009;2.5;31.5;"NA";"NA";"NA";69;3.3;0
"2002-12-25 12:00:00";12.4;1;20;60;10.75;1011;0.1;30;33;24.5;10;74;2.2;5.4
"2002-12-25 09:00:00";12.1;1;60;340;10.75;1010;0;25.5;33;23;10;98;1.1;9.1
"2002-12-25 06:00:00";12.1;0;70;50;10.75;1008;0;26;33;23;10;98;3.2;9.9
"2002-12-25 03:00:00";12.1;0;70;60;10.75;1008;0;26.5;33;23;10;98;4.4;9.9
"2002-12-25 00:00:00";12.2;0;80;70;10.75;1009;2.7;26.5;33;23;10;98;4.1;10.2
"2002-12-24 21:00:00";12.2;0;60;70;10.75;1007;8.2;27;33;23;10;94;4.6;7
"2002-12-24 18:00:00";12.4;0;80;70;10.75;1007;8.2;27;33;23;10;94;4.6;5.9
"2002-12-24 15:00:00";12.4;1;20;100;10.75;1010;3;32.5;32.5;23;10;68;2.3;5.1
"2002-12-24 12:00:00";12.3;1;340;10;10.75;1011;0.1;29;32.5;22.5;10;76;1.8;1.7
"2002-12-24 09:00:00";12.3;1;340;340;10.75;1011;0;24;32.5;22.5;10;99;0.6;1.7
"2002-12-24 06:00:00";12.1;0;80;320;10.75;1009;0;24;32.5;21;10;98;0.7;6.5
"2002-12-24 03:00:00";12.1;0;70;70;10.75;1010;0;25.5;32.5;21;10;98;2.3;6.6
"2002-12-24 00:00:00";"NA";"NA";"NA";70;10.75;1010;0;25.5;"NA";"NA";"NA";98;2.3;0
"2002-12-23 21:00:00";"NA";"NA";"NA";90;10.75;1009;8.7;27;"NA";"NA";"NA";85;2.2;0
"2002-12-23 18:00:00";12.4;1;160;180;10.75;1009;7.6;31;32.5;21;10;70;2.2;6.2
"2002-12-23 15:00:00";12.5;1;80;150;10.75;1011;2.3;30.5;32;21;10;71;2.9;3.9
"2002-12-23 12:00:00";12.3;1;340;0;10.75;1012;0.1;28.5;32;21;10;80;1.6;1.7
"2002-12-23 09:00:00";12.1;1;90;350;10.75;1011;0;22;32;21;10;99;0.6;2.7
"2002-12-23 06:00:00";12.1;0;90;330;10.75;1010;0;22.5;32;21;10;99;0.9;5.7
"2002-12-23 03:00:00";12.1;0;90;70;10.75;1011;0;25;32;21;10;98;1.7;7.3
"2002-12-23 00:00:00";12.2;0;90;80;10.75;1011;3;25.5;32;21;10;97;2.4;8.6
"2002-12-22 21:00:00";12.2;0;90;80;10.75;1009;9.1;26.5;32;21;10;87;3.4;8.6
"2002-12-22 18:00:00";12.4;1;80;80;10.75;1010;9.6;29.5;32;21;10;73;3.9;8.9
"2002-12-22 15:00:00";12.3;1;80;90;10.75;1011;4.2;31;32;21;10;63;3.1;5.7
"2002-12-22 12:00:00";12.7;1;20;40;10.75;1013;0.1;30;32;21;10;71;2;2.2
"2002-12-22 09:00:00";12.1;1;40;50;10.75;1011;0;21.5;32;21.5;10;99;0.5;2.3
"2002-12-22 06:00:00";12.2;0;60;20;10.75;1010;0;22;32;22.5;10;99;0.9;4.9
"2002-12-22 03:00:00";12.2;0;60;50;10.75;1011;0;23;32;22.5;10;98;1.2;6.8
"2002-12-22 00:00:00";"NA";"NA";"NA";50;10.75;1011;2.8;25.5;"NA";"NA";"NA";97;3.3;0
"2002-12-21 21:00:00";12.3;0;90;70;10.75;1010;9;27;32;22.5;10;87;4;8.7
"2002-12-21 18:00:00";"NA";"NA";"NA";100;10.75;1011;9.4;30.5;"NA";"NA";"NA";69;2.8;0
"2002-12-21 15:00:00";12.4;1;90;100;10.75;1014;4.6;30.5;32;22.5;10;64;2.7;6.3
"2002-12-21 12:00:00";12.6;1;90;160;10.75;1016;0.1;28.5;32;22.5;10;76;2.4;4.3
"2002-12-21 09:00:00";12.2;1;50;90;10.75;1014;0;23;32;23;10;98;0.3;3.7
"2002-12-21 06:00:00";12.2;0;50;50;10.75;1013;0;24;32;23;10;97;0.8;3.7
"2002-12-21 03:00:00";12.2;0;80;80;10.75;1013;0;25;32;23;10;93;2.2;6.5
"2002-12-21 00:00:00";12.3;0;70;80;10.75;1013;3.1;25.5;32;23;10;92;1.7;7.2
"2002-12-20 21:00:00";12.3;0;70;80;10.75;1013;3.1;25.5;32;23;10;92;1.7;7.1
"2002-12-20 18:00:00";"NA";"NA";"NA";90;10.75;1011;9.5;29.5;"NA";"NA";"NA";72;2.6;0
"2002-12-20 15:00:00";12.4;1;80;100;10.75;1014;5.5;31;32.5;23;10;58;2.9;7
"2002-12-20 12:00:00";12.4;1;80;190;10.75;1016;0.1;30.5;32.5;23;10;72;2.4;7
"2002-12-20 09:00:00";12.2;1;80;190;10.75;1016;0.1;30.5;32.5;24.5;10;72;2.4;3.7
"2002-12-20 06:00:00";12.2;0;80;80;10.75;1015;0;25;32.5;24.5;10;97;0.9;4.8
"2002-12-20 03:00:00";12.2;0;90;90;10.75;1014;0;24.5;32.5;24.5;10;95;1.1;6.1
"2002-12-20 00:00:00";12.3;0;80;90;10.75;1014;3;26;32.5;24.5;10;88;1.9;6.6
"2002-12-19 21:00:00";12.4;0;90;100;10.75;1012;9;26.5;32.5;24.5;10;85;1.5;7.8
"2002-12-19 18:00:00";12.5;1;80;100;10.75;1011;9.7;31;32;24.5;10;69;2.6;7.3
"2002-12-19 15:00:00";12.4;1;90;110;10.75;1013;5.5;30.5;32;24.5;10;63;2.3;5.7
"2002-12-19 12:00:00";12.7;1;90;120;10.75;1013;0.1;30;32;24.5;10;69;2.2;4.2
"2002-12-19 09:00:00";12.2;1;90;240;10.75;1012;0;25;32;24.5;10;92;1.2;5.6
"2002-12-19 06:00:00";12.3;0;80;80;10.75;1011;0;25;32;24.5;10;97;2.3;6.3
"2002-12-19 03:00:00";12.3;0;60;80;10.75;1011;0;25;32;24.5;10;97;1.9;6.4
"2002-12-19 00:00:00";"NA";"NA";"NA";70;10.75;1011;1.4;25.5;"NA";"NA";"NA";97;2.9;0
"2002-12-18 21:00:00";"NA";"NA";"NA";60;10.75;1009;6;26.5;"NA";"NA";"NA";93;4.6;0
"2002-12-18 18:00:00";"NA";"NA";"NA";70;10.75;1009;8.3;27.5;"NA";"NA";"NA";87;5;0
"2002-12-18 12:00:00";12.7;0;70;50;10.75;1012;0.1;30;31.5;23.5;25;73;2.4;0
"2002-12-18 09:00:00";12.2;1;80;130;10.75;1011;0;25;31.5;22;10;98;0.8;8.4
"2002-12-18 06:00:00";"NA";"NA";"NA";70;10.75;1010;6.4;25;"NA";"NA";"NA";98;3.3;0
"2002-12-18 03:00:00";12.2;0;70;70;10.75;1011;12.7;25.5;31.5;22;10;98;3;7.6
"2002-12-18 00:00:00";"NA";"NA";"NA";70;10.75;1012;2.7;25.5;"NA";"NA";"NA";96;3.1;0
"2002-12-17 21:00:00";12.4;0;60;70;10.75;1012;2.7;25.5;31.5;22;10;96;3.1;8.9
"2002-12-17 18:00:00";12.6;0;90;80;10.75;1009;8;26.5;31.5;22;10;86;2.9;8.9
"2002-12-17 15:00:00";12.5;1;90;80;10.75;1011;5.3;30.5;31;22;10;66;3.6;7.6
"2002-12-17 12:00:00";12.7;1;10;80;10.75;1012;0.1;30;31;22;10;70;2.7;1.4
"2002-12-17 09:00:00";12.2;1;90;20;10.75;1011;0;23;31;23.5;10;98;0.6;3.5
"2002-12-17 06:00:00";12.2;0;90;340;10.75;1010;0;24;31;23.5;10;98;0.7;5.6
"2002-12-17 03:00:00";12.3;0;90;70;10.75;1011;0;25;31;23.5;10;95;1.8;6.9
"2002-12-17 00:00:00";12.3;0;80;70;10.75;1011;2.7;25.5;31;23.5;10;91;2;9
"2002-12-16 21:00:00";12.4;0;70;80;10.75;1009;8.8;26;31;23.5;10;85;2.6;9.5
"2002-12-16 18:00:00";12.5;1;90;280;10.75;1009;9.2;30;31.5;23.5;10;72;2.9;9.1
"2002-12-16 15:00:00";12.5;1;50;330;10.75;1012;5.3;30;31.5;23.5;10;71;3.9;7.5
"2002-12-16 12:00:00";12.7;1;80;80;10.75;1013;0.1;29;31.5;23.5;10;75;3.2;2.4
"2002-12-16 09:00:00";12.3;1;80;320;10.75;1012;0;24.5;31.5;24;10;98;0.4;5.3
"2002-12-16 06:00:00";12.3;0;80;70;10.75;1011;0;24.5;31.5;24;10;97;1.2;5.7
"2002-12-16 03:00:00";12.3;0;90;70;10.75;1012;0;25.5;31.5;24;10;97;1.7;7.1
"2002-12-16 00:00:00";12.4;0;90;70;10.75;1012;2.6;25.5;31.5;24;10;97;2.6;9
"2002-12-15 21:00:00";12.4;0;70;80;10.75;1011;8.7;26.5;31.5;24;10;92;3.2;10.3
"2002-12-15 18:00:00";12.6;0;70;80;10.75;1011;8.8;29.5;31;24;10;77;3.9;0
"2002-12-15 15:00:00";12.5;1;60;70;10.75;1013;4;30;31.5;24;10;70;4.2;7.2
"2002-12-15 12:00:00";12.8;1;70;80;10.75;1015;0.1;29;31.5;24;10;78;3.6;4.6
"2002-12-15 09:00:00";12.8;1;70;40;10.75;1013;0;25.5;31.5;24;10;97;0.9;4.6
"2002-12-15 06:00:00";12.3;0;80;70;10.75;1012;0;25;31.5;24;10;95;2.3;6.9
"2002-12-15 03:00:00";"NA";"NA";"NA";80;10.75;1013;0;25.5;"NA";"NA";"NA";93;3;0
"2002-12-15 00:00:00";12.4;0;70;80;10.75;1013;0;25.5;31.5;24;10;93;3;9.5
"2002-12-14 21:00:00";12.4;0;80;80;10.75;1011;8.7;26.5;31.5;24;10;85;3.4;9.2
"2002-12-14 18:00:00";12.6;1;50;0;10.75;1011;8.9;30.5;31.5;24;10;72;2.9;10
"2002-12-14 15:00:00";12.6;1;50;100;10.75;1013;5;30.5;31.5;24;10;69;2.9;10
"2002-12-14 12:00:00";12.8;1;70;70;10.75;1014;0.2;29.5;30.5;24;10;72;4.2;4.1
"2002-12-14 09:00:00";12.3;1;60;50;10.75;1013;0;25;30.5;25;10;94;0.8;6.4
"2002-12-14 06:00:00";12.3;0;70;50;10.75;1013;0;25;30.5;24;10;94;0.8;7.2
"2002-12-14 03:00:00";"NA";"NA";"NA";70;10.75;1013;0;25;"NA";"NA";"NA";94;2.5;0
"2002-12-14 00:00:00";12.4;0;80;70;10.75;1013;2;26;30.5;24;10;89;3.7;10.4
"2002-12-13 21:00:00";12.4;0;80;80;10.75;1011;8.5;26;30.5;24;10;88;4.1;12.1
"2002-12-13 18:00:00";12.6;1;90;80;10.75;1012;7.5;28.5;31.5;24;10;76;5.1;11.7
"2002-12-13 15:00:00";13.8;1;"NA";80;10.75;1013;5.6;30;31.5;24;0;69;4.9;1.9
"2002-12-13 12:00:00";12.8;1;60;60;10.75;1015;0.1;29;31.5;24;10;71;4.6;7.4
"2002-12-13 09:00:00";12.3;1;60;60;10.75;1014;0;25.5;31.5;22.5;10;72;3.2;5.7
"2002-12-13 06:00:00";12.3;0;50;70;10.75;1013;0;25;31.5;22.5;10;91;2.5;6.2
"2002-12-13 03:00:00";12.3;0;80;60;10.75;1014;0;25;31.5;22.5;10;90;1.6;8.1
"2002-12-13 00:00:00";12.4;0;90;80;10.75;1014;2.5;25.5;31.5;22.5;10;90;2.4;10
"2002-12-12 21:00:00";"NA";"NA";"NA";60;10.75;1012;9.2;26;"NA";"NA";"NA";84;4.5;0
"2002-12-12 18:00:00";"NA";"NA";"NA";90;10.75;1011;9.3;29.5;"NA";"NA";"NA";70;3.1;0
"2002-12-12 15:00:00";12.5;1;40;90;10.75;1014;4.9;30.5;31.5;22.5;10;63;3.6;7.8
"2002-12-12 12:00:00";12.8;1;50;70;10.75;1015;0.1;29;31.5;22.5;10;72;3.8;1.9
"2002-12-12 09:00:00";12.3;1;40;320;10.75;1014;0;23.5;31.5;22.5;10;98;0.7;1.2
"2002-12-12 06:00:00";12.3;1;40;60;10.75;1012;0;22.5;31.5;22.5;10;98;0.6;1.2
"2002-12-12 03:00:00";12.4;0;60;40;10.75;1013;0;24.5;31.5;24.5;10;97;1;7
"2002-12-12 00:00:00";"NA";"NA";"NA";70;10.75;1014;2.8;25.5;"NA";"NA";"NA";90;2.2;0
"2002-12-11 21:00:00";12.5;0;80;70;10.75;1014;2.8;25.5;31.5;24.5;10;90;2.2;10
"2002-12-11 18:00:00";12.6;1;80;0;10.75;1012;8.6;30.5;31;24.5;10;71;4.5;10.1
"2002-12-11 15:00:00";12.6;1;70;70;10.75;1014;5.2;31;31;24.5;10;67;4.8;8.6
"2002-12-11 12:00:00";12.6;1;70;70;10.75;1015;0.1;29.5;31;24.5;10;76;4.3;8.6
"2002-12-11 09:00:00";12.3;1;60;60;10.75;1013;0;25;31;24.5;10;98;1.6;8.3
"2002-12-11 06:00:00";"NA";"NA";"NA";60;10.75;1012;0;25;"NA";"NA";"NA";98;2.9;0
"2002-12-11 03:00:00";12.4;0;60;60;10.75;1012;0;25;31;24.5;10;98;2.9;8.4
"2002-12-11 00:00:00";"NA";"NA";"NA";70;10.75;1014;2.2;26;"NA";"NA";"NA";98;4.1;0
"2002-12-10 21:00:00";12.5;0;70;70;10.75;1011;8;26.5;31;24.5;10;97;4.1;12.1
"2002-12-10 18:00:00";12.5;0;70;60;10.75;1011;8.2;29.5;31;24.5;10;84;5.4;12.1
"2002-12-10 15:00:00";12.6;1;70;70;10.75;1013;4;30.5;33;24.5;10;79;6.5;0
"2002-12-10 12:00:00";12.7;1;80;70;10.75;1013;0.3;29;33;24.5;10;86;4.1;5.3
"2002-12-10 09:00:00";12.4;1;20;70;10.75;1013;0.3;29;33;23;10;86;4.1;3.2
"2002-12-10 06:00:00";12.4;1;30;20;10.75;1011;0;24.5;33;23;10;98;1.2;4.2
"2002-12-10 03:00:00";12.4;0;30;0;10.75;1012;0;25;33;23;10;96;0.7;7.2
"2002-12-10 00:00:00";"NA";"NA";"NA";40;10.75;1012;2.6;26;"NA";"NA";"NA";91;1.4;0
"2002-12-09 21:00:00";"NA";"NA";"NA";80;10.75;1008;8;26.5;"NA";"NA";"NA";97;3.1;0
"2002-12-09 18:00:00";12.7;1;90;80;10.75;1008;5.8;29.5;33;23;10;80;4.5;4.6
"2002-12-09 15:00:00";12.8;1;20;280;10.75;1011;2.3;33;31.5;23;10;68;1.8;2.7
"2002-12-09 12:00:00";12.7;1;80;220;10.5;1011;0.3;28;31.5;23;10;80;0.5;2
"2002-12-09 09:00:00";12.4;1;20;20;10.5;1009;0;24;31.5;23;10;98;0.5;5
"2002-12-09 06:00:00";12.4;0;10;280;10.5;1008;0;23.5;31.5;23;10;98;1.2;4.9
"2002-12-09 03:00:00";12.4;0;30;0;10.25;1008;0;23.5;31.5;23;10;98;1.4;11.1
"2002-12-09 00:00:00";12.4;0;70;20;9.25;1008;0.9;23;31.5;24.5;10;98;2.7;8.9
"2002-12-08 21:00:00";"NA";"NA";"NA";50;2.25;1005;5.3;27;"NA";"NA";"NA";94;3.7;0
"2002-12-08 18:00:00";"NA";"NA";"NA";70;2.25;1005;4.6;28.5;"NA";"NA";"NA";84;3.7;0
"2002-12-08 15:00:00";12.7;1;0;80;2.25;1007;2.7;28.5;32;24.5;10;82;3;7.3
"2002-12-08 12:00:00";12.7;1;30;20;2.25;1008;0;28;32;24.5;10;84;3;6.7
"2002-12-08 09:00:00";12.7;1;30;0;2.25;1007;0;25;32;24.5;10;97;2;6.7
"2002-12-08 06:00:00";12.3;0;60;40;2.25;1005;0;25;32;23;10;97;4.2;10
"2002-12-08 03:00:00";12.3;0;60;60;2.25;1006;0;25;32;23;10;96;4.4;9.1
"2002-12-08 00:00:00";12.4;0;60;60;2.25;1006;0;25;32;23;10;96;4.4;8.1
"2002-12-07 21:00:00";12.5;0;100;60;2.25;1005;3.4;26;32;23;10;95;3.7;7.5
"2002-12-07 18:00:00";12.6;0;70;80;2.25;1006;5.1;27.5;31.5;23;10;80;2.6;7.9
"2002-12-07 15:00:00";12.7;1;340;80;2.25;1008;2.3;31.5;31.5;23;10;61;3.3;4.6
"2002-12-07 12:00:00";12.6;1;20;20;2.25;1009;0.2;27.5;31.5;23;10;80;1.6;3.8
"2002-12-07 09:00:00";12.3;1;70;10;2.25;1008;0;24;31.5;21.5;10;97;1.3;7.3
"2002-12-07 06:00:00";"NA";"NA";"NA";290;2.25;1007;0;24;"NA";"NA";"NA";97;1.5;0
"2002-12-07 03:00:00";"NA";"NA";"NA";50;2.25;1008;0;25;"NA";"NA";"NA";95;3;0
"2002-12-07 00:00:00";"NA";"NA";"NA";60;2.25;1008;2.5;25.5;"NA";"NA";"NA";91;4.6;0
"2002-12-06 21:00:00";12.4;0;80;60;2.25;1008;2.5;25.5;31.5;21.5;10;91;4.6;10.1
"2002-12-06 18:00:00";12.7;0;90;70;2.25;1007;9.1;26;31.5;21.5;10;88;3.5;10.3
"2002-12-06 15:00:00";"NA";"NA";"NA";70;2.25;1007;8.9;29;"NA";"NA";"NA";69;5.6;0
"2002-12-06 12:00:00";12.8;1;320;0;2.25;1010;4.4;31;31.5;21.5;10;59;3.5;2.2
"2002-12-06 09:00:00";12.3;1;20;320;2.25;1011;0;23;31.5;22.5;10;98;0.6;3.9
"2002-12-06 06:00:00";"NA";"NA";"NA";20;2.25;1009;0;22.5;"NA";"NA";"NA";98;1;0
"2002-12-06 03:00:00";"NA";"NA";"NA";30;2.25;1010;0;24;"NA";"NA";"NA";97;1.4;0
"2002-12-06 00:00:00";12.5;0;90;60;2.25;1011;2.7;25.5;31.5;24;10;91;3.8;10.6
"2002-12-05 21:00:00";12.5;0;80;70;2.25;1010;9.1;26;31.5;24;10;88;4.6;10.9
"2002-12-05 18:00:00";12.7;1;90;80;2.25;1010;9;29;31;24;10;73;4.4;10.6
"2002-12-05 15:00:00";12.6;1;60;70;2.25;1013;5.5;30.5;31;24;10;64;4.7;9.1
"2002-12-05 12:00:00";12.9;1;50;60;2.25;1014;0.2;29;31;24;10;74;4.1;5.8
"2002-12-05 09:00:00";12.4;1;70;60;2.25;1012;0;25.5;31;23.5;10;97;1.6;5.5
"2002-12-05 06:00:00";12.4;1;90;50;2.25;1011;0;25;31;23.5;10;98;2.4;7.2
"2002-12-05 03:00:00";12.5;0;60;60;2.25;1012;0;25.5;31;23.5;10;97;3.3;6.7
"2002-12-05 00:00:00";"NA";"NA";"NA";70;2.25;1012;2.5;25.5;31;23.5;"NA";97;2.5;0
"2002-12-04 21:00:00";12.5;0;80;70;2.25;1011;8.6;26;31;23.5;10;90;3.5;8.3
"2002-12-04 18:00:00";12.8;0;80;330;2.25;1011;4.1;29.5;31.5;23.5;10;75;2.9;8.6
"2002-12-04 15:00:00";12.8;1;90;70;2.25;1013;5;29;31.5;23.5;10;79;2.3;7.5
"2002-12-04 12:00:00";12.8;1;60;90;2.25;1014;0.1;30;31.5;23.5;10;73;3;5.5
"2002-12-04 09:00:00";"NA";"NA";"NA";350;2.25;1012;0;25;"NA";"NA";"NA";98;0.5;0
"2002-12-04 06:00:00";12.4;0;90;180;2.25;1011;0;24.5;31.5;21;10;97;1.2;6.4
"2002-12-04 03:00:00";12.4;0;90;80;2.25;1012;0;25;31.5;21;10;91;2.1;6.4
"2002-12-04 00:00:00";12.5;0;90;320;2.25;1013;2.4;25.5;31.5;21;10;85;2.1;9.1
"2002-12-03 21:00:00";12.5;0;80;140;2.25;1011;9.3;26;31.5;21;10;75;2;7.9
"2002-12-03 18:00:00";"NA";"NA";"NA";140;2.25;1011;9.3;26;"NA";"NA";"NA";75;2;0
"2002-12-03 15:00:00";12.6;1;80;90;2.25;1012;5.9;30;31;21;10;61;3.5;7.1
"2002-12-03 12:00:00";12.9;1;20;100;2.25;1012;0.2;30;31;21;10;56;2.5;2.6
"2002-12-03 09:00:00";12.4;1;60;10;2.25;1011;0;22.5;31;22;10;98;0.6;5.5
"2002-12-03 06:00:00";12.4;0;90;300;2.25;1010;0;22.5;31;22;10;98;0.8;8.2
"2002-12-03 03:00:00";"NA";"NA";"NA";70;2.25;1010;0;24.5;"NA";"NA";"NA";92;3.2;0
"2002-12-03 00:00:00";12.4;0;80;70;2.25;1010;2.7;25;31;22;10;89;3.2;8.1
"2002-12-02 21:00:00";"NA";"NA";"NA";70;2.25;1009;9.2;26;"NA";"NA";"NA";85;2.6;0
"2002-12-02 18:00:00";12.7;0;40;320;2.25;1009;9.4;29;32.5;22;10;69;3.1;9.3
"2002-12-02 15:00:00";12.6;1;90;340;2.25;1011;5.8;30;32.5;22;10;63;2.9;6.9
"2002-12-02 12:00:00";12.6;1;90;70;2.25;1012;0.2;28.5;32.5;22;10;77;3.2;6.9
