"DataHora_GMT";"Bateria _Volts";"CorrPSol_Logico ";"DirVelVentoMax _oNV ";"DirVento _oNV ";"Pluvio_mm";"PressaoAtm_mB";"RadSolAcum _Mjm-2";"TempAr_oC ";"TempMax_oC";"TempMin_oC ";"UmidInt_perc";"UmidRel _perc";"VelVento10m_ms-1 ";"VelVentoMax_ms-1"
"1999-12-31 15:00:00";12.4;1;80;70;94;1010;5.25;26.5;28.5;22;10;76;3.4;10.6
"1999-12-31 12:00:00";12.3;1;310;30;94;1011;1.75;27;28.5;22;10;84;0.9;2.9
"1999-12-31 09:00:00";12.1;1;40;230;94;1010;0;23;28.5;22.5;10;97;0.3;1.5
"1999-12-31 06:00:00";12.1;0;10;20;94;1009;0;22.5;28.5;22.5;5;97;0.5;2.9
"1999-12-31 03:00:00";12.1;0;50;50;94;1009;10.25;23;28.5;22.5;10;95;1.1;4.6
"1999-12-31 00:00:00";"NA";"NA";"NA";20;94;1010;10.25;24.5;"NA";"NA";"NA";94;1.8;0
"1999-12-30 21:00:00";12.2;0;60;60;94;1008;10.25;25.5;31;22.5;10;90;1.2;6.7
"1999-12-30 18:00:00";12.4;1;70;70;94;1009;8.25;27;31;22.5;10;79;3.5;7.4
"1999-12-30 15:00:00";12.4;1;330;50;94;1012;4;26.5;31;22.5;10;80;1.7;4.5
"1999-12-30 12:00:00";12.3;1;340;340;94;1012;1.25;25;31;22.5;10;85;2.1;5
"1999-12-30 09:00:00";"NA";"NA";"NA";300;94;1010;0;22.5;"NA";"NA";"NA";97;1.8;0
"1999-12-30 06:00:00";12.1;0;40;50;83;1009;0;24;31;23;10;97;1.7;5.4
"1999-12-30 03:00:00";12.2;0;40;40;82;1010;15.5;25;31;23;10;94;1.3;4.7
"1999-12-30 00:00:00";12.2;0;70;50;82;1010;15.5;25;31;23;10;91;2;6.2
"1999-12-29 21:00:00";12.2;0;60;70;82;1008;15.5;25.5;30;23;10;85;2.2;7.8
"1999-12-29 18:00:00";12.4;1;80;90;82;1009;13.25;28.5;30;23;10;72;2.5;8.3
"1999-12-29 15:00:00";12.4;1;210;190;82;1011;7;29.5;30;23;10;76;3;5.9
"1999-12-29 12:00:00";12.5;1;310;320;82;1012;1.5;28;30;23;10;86;1.2;3
"1999-12-29 09:00:00";"NA";"NA";"NA";280;81;1010;0;23.5;"NA";"NA";"NA";98;0.3;0
"1999-12-29 06:00:00";"NA";"NA";"NA";60;80;1009;0;23;"NA";"NA";"NA";95;2;0
"1999-12-29 03:00:00";12.2;0;80;80;79;1010;19.25;25;30;22;10;84;2.6;7.1
"1999-12-29 00:00:00";"NA";"NA";"NA";90;79;1010;19.25;26;"NA";"NA";"NA";85;1;0
"1999-12-28 21:00:00";12.2;0;130;60;79;1009;19.25;26;30.5;22;10;80;2.7;5.7
"1999-12-28 18:00:00";12.4;1;170;130;79;1009;17.5;29.5;30.5;22;10;69;1.4;6.6
"1999-12-28 15:00:00";12.4;1;210;200;79;1010;11;27.5;30.5;22;10;77;3.6;7.4
"1999-12-28 12:00:00";12.3;1;310;220;79;1011;3.25;27.5;30.5;22;10;73;1.5;3.9
"1999-12-28 09:00:00";"NA";"NA";"NA";350;79;1011;0;23;"NA";"NA";"NA";98;0.4;0
"1999-12-28 06:00:00";12.1;0;90;320;79;1010;0;22.5;30.5;22.5;10;97;0.2;2.2
"1999-12-28 03:00:00";12.1;0;90;100;79;1010;26;24;30.5;22.5;10;91;0.5;3.2
"1999-12-28 00:00:00";12.2;0;160;110;79;1011;26;25;30.5;22.5;10;85;0.6;5.2
"1999-12-27 21:00:00";12.2;0;150;130;79;1010;26;26;30.5;22.5;10;78;1.7;6.7
"1999-12-27 18:00:00";12.4;1;190;160;79;1010;23;29.5;30.5;22.5;10;71;3.1;7.3
"1999-12-27 15:00:00";12.3;1;210;120;79;1011;14;29.5;30.5;22.5;10;64;2.4;7
"1999-12-27 12:00:00";12.6;1;140;120;79;1012;5;30;30.5;22.5;10;68;1.5;5.4
"1999-12-27 09:00:00";"NA";"NA";"NA";210;78;1011;0;23;"NA";"NA";"NA";97;0.3;0
"1999-12-27 06:00:00";12.1;0;110;100;78;1011;0;23.5;30.5;22.5;10;96;0.6;4
"1999-12-27 03:00:00";"NA";"NA";"NA";140;77;1012;21.75;24.5;"NA";"NA";"NA";85;0.7;0
"1999-12-27 00:00:00";"NA";"NA";"NA";120;77;1013;21.75;25;"NA";"NA";"NA";84;0.6;0
"1999-12-26 21:00:00";12.3;0;160;140;77;1012;21.75;26;31;22.5;10;77;1.1;5
"1999-12-26 18:00:00";12.4;1;160;130;77;1012;19.25;30.5;31;22.5;10;64;1.9;5.8
"1999-12-26 15:00:00";12.4;1;90;310;77;1014;11;29;31;22.5;10;74;2.4;6.2
"1999-12-26 12:00:00";12.5;1;70;160;76;1015;2.5;27;31;22.5;10;79;1.3;4.7
"1999-12-26 09:00:00";"NA";"NA";"NA";340;74;1014;0;22.5;"NA";"NA";"NA";97;0.3;0
"1999-12-26 06:00:00";12.1;0;160;160;73;1013;0;23.5;31;23.5;10;97;3.6;10.3
"1999-12-26 03:00:00";12.1;0;80;90;72;1014;23.75;24.5;31;23.5;10;89;0.7;3.9
"1999-12-26 00:00:00";12.2;0;160;130;71;1014;23.75;25.5;31;23.5;10;84;0.6;3.9
"1999-12-25 21:00:00";12.3;0;160;180;71;1012;23.75;25.5;30.5;23.5;10;85;1;6
"1999-12-25 18:00:00";12.4;1;90;140;71;1012;20.75;30;30.5;23.5;10;64;1.4;6
"1999-12-25 15:00:00";12.4;1;80;130;71;1014;12;30;30.5;23.5;10;68;1.8;6.5
"1999-12-25 12:00:00";"NA";"NA";"NA";90;71;1015;3.25;28.5;"NA";"NA";"NA";79;1.5;0
"1999-12-25 09:00:00";12.1;1;80;80;71;1013;0;25;30.5;24;10;93;1.9;4.9
"1999-12-25 06:00:00";12.1;0;130;70;71;1012;0;24;30.5;24;10;97;1.4;4.9
"1999-12-25 03:00:00";12.2;0;90;90;70;1013;25;25.5;30.5;24;10;83;1.7;4.9
"1999-12-25 00:00:00";"NA";"NA";"NA";110;70;1013;25;25.5;"NA";"NA";"NA";84;0.9;0
"1999-12-24 21:00:00";12.3;0;60;100;70;1010;25;26;31;24;10;79;2.3;8.8
"1999-12-24 18:00:00";12.4;1;50;80;70;1010;22.75;28.5;31;24;10;74;3.4;9.3
"1999-12-24 15:00:00";12.4;1;70;80;70;1012;14.5;29.5;31;24;10;73;3.3;9.3
"1999-12-24 12:00:00";"NA";"NA";"NA";60;70;1012;5.25;29;"NA";"NA";"NA";67;4.6;0
"1999-12-24 09:00:00";"NA";"NA";"NA";60;70;1011;0;24;"NA";"NA";"NA";91;1;0
"1999-12-24 06:00:00";12.2;0;90;50;70;1009;0;24.5;31;22;10;89;1.1;5.7
"1999-12-24 03:00:00";12.2;0;70;70;70;1011;19.75;25.5;31;22;10;88;2;5.9
"1999-12-24 00:00:00";"NA";"NA";"NA";70;70;1010;19.75;25.5;"NA";"NA";"NA";86;3.2;0
"1999-12-23 21:00:00";12.3;0;70;70;70;1008;19.75;26;30.5;22;10;79;3.9;8.2
"1999-12-23 18:00:00";12.5;1;60;70;70;1009;19;27.5;30.5;22;10;75;4.2;9.5
"1999-12-23 15:00:00";12.6;1;80;90;70;1011;14.25;30.5;30.5;22;10;66;2.4;5.9
"1999-12-23 12:00:00";12.6;1;80;90;70;1011;5;29;30.5;22;10;71;1.9;5.3
"1999-12-23 09:00:00";"NA";"NA";"NA";20;70;1010;0;22.5;"NA";"NA";"NA";97;0.4;0
"1999-12-23 06:00:00";12.1;0;340;40;70;1009;0;22;30.5;23;5;97;0.2;1
"1999-12-23 03:00:00";12.2;0;40;310;70;1010;24.75;22.5;30.5;23;5;97;0.3;3
"1999-12-23 00:00:00";12.2;0;60;20;70;1010;24.75;24.5;30.5;23;10;91;1.2;5.3
"1999-12-22 21:00:00";12.3;0;100;80;70;1008;24.75;26;31;23;10;75;2.1;6.1
"1999-12-22 18:00:00";12.4;1;80;100;70;1009;23.25;28.5;31;23;10;69;1.6;7.4
"1999-12-22 15:00:00";12.4;1;90;100;70;1011;14.75;30;31;23;10;68;2.4;6.8
"1999-12-22 12:00:00";"NA";"NA";"NA";100;70;1011;5.25;29;"NA";"NA";"NA";69;2;0
"1999-12-22 09:00:00";12.2;1;340;0;63;1010;0.25;24.5;31;22.5;10;95;1.3;3.1
"1999-12-22 06:00:00";12.2;0;80;100;63;1008;0;24;31;22.5;10;89;1;4.1
"1999-12-22 03:00:00";12.2;0;80;110;63;1010;24.5;24.5;31;22.5;10;93;0.8;4.1
"1999-12-22 00:00:00";"NA";"NA";"NA";90;63;1010;24.5;25;"NA";"NA";"NA";88;0.9;0
"1999-12-21 21:00:00";12.3;0;80;90;63;1008;24.5;26;30;22.5;10;83;1.9;7.3
"1999-12-21 18:00:00";12.5;1;80;100;63;1008;21.5;29;30;22.5;10;71;1.9;6
"1999-12-21 15:00:00";"NA";"NA";"NA";130;63;1010;12.25;30;"NA";"NA";"NA";70;1.7;0
"1999-12-21 12:00:00";"NA";"NA";"NA";100;63;1011;3.75;30;"NA";"NA";"NA";72;1.7;0
"1999-12-21 09:00:00";12.2;1;290;280;63;1009;0.25;23.5;28;21;10;98;0.5;2.9
"1999-12-21 06:00:00";12.1;0;280;200;60;1008;0;22.5;28;21;5;98;0.2;1.3
"1999-12-21 03:00:00";12.2;0;330;220;60;1009;7.25;23;28;21;5;98;0.2;2.3
"1999-12-21 00:00:00";"NA";"NA";"NA";210;60;1010;7.25;23.5;"NA";"NA";"NA";98;0.5;0
"1999-12-20 21:00:00";"NA";"NA";"NA";60;59;1008;7.25;24;"NA";"NA";"NA";94;1.5;0
"1999-12-20 18:00:00";12.4;1;80;80;59;1008;6.75;25.5;29.5;21;10;89;1.9;6.9
"1999-12-20 15:00:00";"NA";"NA";"NA";150;59;1010;4.25;28;"NA";"NA";"NA";81;1.2;0
"1999-12-20 12:00:00";"NA";"NA";"NA";40;59;1010;1;23.5;"NA";"NA";"NA";96;1.1;0
"1999-12-20 09:00:00";12.2;0;40;50;56;1009;0;21.5;29.5;23;5;98;2;5.5
"1999-12-20 06:00:00";12.2;0;90;40;50;1007;0;22.5;29.5;23;5;98;1.1;5.4
"1999-12-20 03:00:00";12.2;0;90;100;40;1009;8.75;23;29.5;23;10;98;1;6.8
"1999-12-20 00:00:00";"NA";"NA";"NA";170;38;1009;8.75;23.5;"NA";"NA";"NA";98;0.3;0
"1999-12-19 21:00:00";"NA";"NA";"NA";70;30;1007;8.75;24.5;"NA";"NA";"NA";97;2.5;0
"1999-12-19 18:00:00";12.4;1;60;50;30;1007;8.25;25;31.5;23;10;97;2.4;8.5
"1999-12-19 15:00:00";12.5;1;20;130;28;1009;6;27.5;31.5;23;10;87;1;6
"1999-12-19 12:00:00";"NA";"NA";"NA";10;28;1009;2.5;28;"NA";"NA";"NA";81;3.2;0
"1999-12-19 09:00:00";12.2;1;20;10;28;1007;0;24;31.5;23;10;98;1.3;2.9
"1999-12-19 06:00:00";"NA";"NA";"NA";320;28;1006;0;23.5;"NA";"NA";"NA";98;0.4;0
"1999-12-19 03:00:00";12.3;0;30;280;28;1008;14;23.5;31.5;23;5;97;0.6;4.6
"1999-12-19 00:00:00";"NA";"NA";"NA";20;28;1008;14;23.5;"NA";"NA";"NA";97;2.2;0
"1999-12-18 21:00:00";12.3;0;20;20;27;1006;14;24;31.5;23;10;97;2.5;10.6
"1999-12-18 18:00:00";12.6;1;50;70;24;1005;13.25;29;31.5;23;10;76;5.1;10.3
"1999-12-18 15:00:00";"NA";"NA";"NA";60;21;1008;8;30;"NA";"NA";"NA";72;4;0
"1999-12-18 12:00:00";12.5;1;20;40;21;1010;2;28.5;31.5;23;10;76;1;3.3
"1999-12-18 09:00:00";"NA";"NA";"NA";30;21;1008;0;23.5;"NA";"NA";"NA";97;0.8;0
"1999-12-18 06:00:00";12.2;0;320;280;21;1007;0;24.5;31.5;24;10;98;3.1;3.9
"1999-12-18 03:00:00";"NA";"NA";"NA";350;19;1008;13.75;25;"NA";"NA";"NA";95;2;0
"1999-12-18 00:00:00";"NA";"NA";"NA";30;19;1007;13.75;24.5;"NA";"NA";"NA";95;2.4;0
"1999-12-17 21:00:00";12.4;0;50;50;19;1005;13.75;25.5;30.5;23.5;10;96;2.4;9.5
"1999-12-17 18:00:00";"NA";"NA";"NA";60;19;1005;12.75;28.5;"NA";"NA";"NA";76;5.1;0
"1999-12-17 15:00:00";"NA";"NA";"NA";70;19;1007;6.25;31;"NA";"NA";"NA";65;1.6;0
"1999-12-17 12:00:00";"NA";"NA";"NA";20;19;1009;1;27;"NA";"NA";"NA";90;2.1;0
"1999-12-17 09:00:00";12.2;0;30;30;19;1007;0;25;30.5;23.5;10;97;2;4.9
"1999-12-17 06:00:00";12.2;0;20;30;19;1006;0;25;30.5;23.5;10;97;1.4;5
"1999-12-17 03:00:00";12.3;0;20;20;19;1007;11;24.5;30.5;23.5;10;95;2;4.4
"1999-12-17 00:00:00";12.3;0;40;20;19;1007;11;24;30.5;23.5;10;94;2.1;5.8
"1999-12-16 21:00:00";12.4;0;60;50;19;1005;11;24;32;25.5;10;97;1.7;3.7
"1999-12-16 18:00:00";12.5;1;20;20;19;1005;10.5;24.5;32;25.5;10;95;1.4;10.9
"1999-12-16 15:00:00";12.6;1;90;80;11;1006;6;29.5;32;25.5;10;73;1.7;5.8
"1999-12-16 12:00:00";"NA";"NA";"NA";60;11;1008;1.25;28.5;"NA";"NA";"NA";77;0.9;0
"1999-12-16 09:00:00";12.3;1;30;220;11;1007;0;26;32;23;10;90;0.3;3.1
"1999-12-16 06:00:00";12.3;0;50;10;11;1005;0;26;32;23;10;87;1.4;7.8
"1999-12-16 03:00:00";12.3;0;40;50;11;1006;19.25;26;32;23;10;91;2.6;8.4
"1999-12-16 00:00:00";12.4;0;60;50;11;1007;19.25;26;32;23;10;90;3.1;9.1
"1999-12-15 21:00:00";12.4;0;60;60;11;1005;19.25;26.5;30.5;23;10;87;4.1;11.6
"1999-12-15 18:00:00";12.6;1;70;70;11;1005;16.75;29;30.5;23;10;72;6.1;12.3
"1999-12-15 15:00:00";"NA";"NA";"NA";70;11;1008;10.25;29.5;"NA";"NA";"NA";68;5;0
"1999-12-15 12:00:00";12.6;1;10;20;11;1009;4;28.5;30.5;23;10;66;2.8;8.9
"1999-12-15 09:00:00";12.3;1;20;0;11;1008;0.25;24.5;30.5;22;10;92;1.5;3.6
"1999-12-15 06:00:00";"NA";"NA";"NA";40;11;1007;0;24;"NA";"NA";"NA";92;1.6;0
"1999-12-15 03:00:00";12.3;0;50;50;11;1008;25.25;25;30.5;22;10;87;3.1;9
"1999-12-15 00:00:00";"NA";"NA";"NA";60;11;1007;25.25;26;"NA";"NA";"NA";79;4.3;0
"1999-12-14 21:00:00";12.4;0;60;60;11;1007;25.25;26;30.5;22;10;79;4.3;12.6
"1999-12-14 18:00:00";12.6;1;60;70;11;1007;22.5;29;30.5;22;10;66;7;14.5
"1999-12-14 15:00:00";"NA";"NA";"NA";70;11;1009;13.75;29.5;"NA";"NA";"NA";62;6.6;0
"1999-12-14 12:00:00";12.8;1;80;60;11;1011;5;29.5;30.5;22;10;64;3.9;9.7
"1999-12-14 09:00:00";12.3;1;320;280;11;1011;0;23;30.5;22.5;5;97;0.5;2
"1999-12-14 06:00:00";12.3;0;50;350;11;1009;0;24.5;30.5;22.5;10;90;0.4;6.8
"1999-12-14 03:00:00";12.4;0;70;60;11;1010;26.5;25;30.5;22.5;10;85;3.7;7.5
"1999-12-14 00:00:00";12.4;0;60;70;11;1011;26.5;25.5;30.5;22.5;10;84;4;8.3
"1999-12-13 21:00:00";12.4;0;80;70;11;1010;26.5;26.5;31;22.5;10;82;3.9;10.4
"1999-12-13 18:00:00";12.6;1;90;70;11;1009;23.75;29;31;22.5;10;73;5;12.5
"1999-12-13 15:00:00";"NA";"NA";"NA";80;11;1011;15;29;"NA";"NA";"NA";67;4.2;0
"1999-12-13 12:00:00";12.8;1;90;70;11;1012;5.75;29;31;22.5;10;69;3.9;7.7
"1999-12-13 09:00:00";12.3;1;30;230;11;1012;0.25;23.5;31;22.5;5;97;0.5;1.8
"1999-12-13 06:00:00";12.4;0;70;50;11;1010;0;24.5;31;22.5;10;91;0.9;6.1
"1999-12-13 03:00:00";12.4;0;70;80;11;1010;22.5;25.5;31;22.5;10;90;2.5;5.8
"1999-12-13 00:00:00";"NA";"NA";"NA";80;11;1011;22.5;25;"NA";"NA";"NA";89;2.3;0
"1999-12-12 21:00:00";"NA";"NA";"NA";70;11;1009;22.5;26;"NA";"NA";"NA";81;4.3;0
"1999-12-12 18:00:00";12.7;1;100;80;11;1009;19.75;28.5;31;22.5;10;76;3.8;10.3
"1999-12-12 15:00:00";"NA";"NA";"NA";80;11;1011;12;28.5;"NA";"NA";"NA";72;3.4;0
"1999-12-12 12:00:00";"NA";"NA";"NA";70;11;1013;4.5;29.5;"NA";"NA";"NA";70;2.5;0
"1999-12-12 09:00:00";"NA";"NA";"NA";340;11;1012;0.25;23.5;"NA";"NA";"NA";97;0.4;0
"1999-12-12 06:00:00";12.3;0;90;60;11;1010;0;24.5;31;23;10;92;0.8;5.1
"1999-12-12 03:00:00";12.4;0;90;80;11;1011;23.5;25;31;23;10;88;2.2;4.1
"1999-12-12 00:00:00";"NA";"NA";"NA";80;11;1012;23.5;25;"NA";"NA";"NA";82;1.9;0
"1999-12-11 21:00:00";12.4;0;90;70;11;1011;23.5;25.5;31;23;10;81;1.8;5.6
"1999-12-11 18:00:00";12.7;1;100;120;11;1011;21.75;29;31;23;10;72;1.8;6.4
"1999-12-11 15:00:00";"NA";"NA";"NA";90;11;1013;14.25;30.5;"NA";"NA";"NA";62;2.3;0
"1999-12-11 12:00:00";"NA";"NA";"NA";110;11;1014;5;29.5;"NA";"NA";"NA";68;1.9;0
"1999-12-11 09:00:00";12.3;1;80;10;11;1013;0.25;25.5;31;22.5;10;89;1.2;3.2
"1999-12-11 06:00:00";12.3;0;80;70;11;1012;0;24.5;31;22.5;10;84;1.5;5.6
"1999-12-11 03:00:00";12.3;0;80;80;11;1013;26.5;25;31;22.5;10;84;2.1;6.8
"1999-12-11 00:00:00";"NA";"NA";"NA";90;11;1013;26.5;25.5;"NA";"NA";"NA";83;1.7;0
"1999-12-10 21:00:00";12.4;0;80;110;11;1012;26.5;26;30;22.5;10;77;1.2;5.3
"1999-12-10 18:00:00";12.5;1;70;120;11;1013;23.5;30;30;22.5;10;63;1.9;7.7
"1999-12-10 15:00:00";"NA";"NA";"NA";130;11;1015;14.25;30;"NA";"NA";"NA";65;1.8;0
"1999-12-10 12:00:00";"NA";"NA";"NA";80;11;1015;5.25;29;"NA";"NA";"NA";68;2.7;0
"1999-12-10 09:00:00";12.3;1;90;340;11;1014;0.25;24;30;23.5;10;94;0.5;4
"1999-12-10 06:00:00";12.3;0;80;60;11;1012;0;24;30;23.5;10;85;1.6;5.8
"1999-12-10 03:00:00";12.4;0;70;90;11;1013;18.5;25;30;23.5;10;83;1.6;5.1
"1999-12-10 00:00:00";"NA";"NA";"NA";100;11;1014;18.5;25.5;"NA";"NA";"NA";80;0.7;0
"1999-12-09 21:00:00";"NA";"NA";"NA";90;11;1013;18.5;25.5;"NA";"NA";"NA";78;1.2;0
"1999-12-09 18:00:00";12.6;1;80;90;11;1013;16;30;31;24;10;70;1.4;5.2
"1999-12-09 15:00:00";12.8;1;90;120;11;1015;8.75;27;31;24;10;87;1.6;9.7
"1999-12-09 12:00:00";"NA";"NA";"NA";70;7;1016;3.75;25.5;"NA";"NA";"NA";80;2.8;0
"1999-12-09 09:00:00";12.3;1;90;80;7;1014;0.25;25;31;23.5;10;84;2.5;6
"1999-12-09 06:00:00";12.3;0;90;80;7;1013;0;25;31;23.5;10;81;2.3;5.9
"1999-12-09 03:00:00";"NA";"NA";"NA";80;7;1014;22.75;25;"NA";"NA";"NA";76;2.2;0
"1999-12-09 00:00:00";"NA";"NA";"NA";100;7;1015;22.75;25;"NA";"NA";"NA";85;1.3;0
"1999-12-08 21:00:00";12.4;0;80;80;7;1013;22.75;26;31.5;23.5;10;74;2.5;7.6
"1999-12-08 18:00:00";"NA";"NA";"NA";90;7;1013;20.25;30;"NA";"NA";"NA";65;2.7;0
"1999-12-08 15:00:00";"NA";"NA";"NA";100;7;1015;11;29.5;"NA";"NA";"NA";67;3.2;0
"1999-12-08 12:00:00";12.7;1;70;60;7;1015;3.5;27;31.5;23.5;10;73;4.1;10.8
"1999-12-08 09:00:00";12.4;1;90;90;7;1014;0.25;26;31.5;21.5;10;85;1.8;5
"1999-12-08 06:00:00";12.3;0;80;90;7;1012;0;24;31.5;21.5;10;93;1;4
"1999-12-08 03:00:00";12.4;0;70;80;6;1013;25;24.5;31.5;21.5;10;89;1.2;6.7
"1999-12-08 00:00:00";"NA";"NA";"NA";70;6;1013;25;26;"NA";"NA";"NA";79;2.6;0
"1999-12-07 21:00:00";"NA";"NA";"NA";80;6;1012;25;26;"NA";"NA";"NA";81;2.1;0
"1999-12-07 18:00:00";"NA";"NA";"NA";110;6;1012;23;29.5;"NA";"NA";"NA";69;2.2;0
"1999-12-07 15:00:00";12.6;1;80;110;6;1014;14;29.5;30.5;21.5;10;68;2.6;6.6
"1999-12-07 12:00:00";12.9;1;80;100;6;1014;6;29.5;30.5;21.5;10;67;1.7;5.8
"1999-12-07 09:00:00";12.3;1;280;250;6;1012;0.25;23;30;24;5;98;0.3;0.9
"1999-12-07 06:00:00";12.4;0;70;270;6;1011;0;22;30;24;10;97;0.1;3.5
"1999-12-07 03:00:00";12.4;0;60;60;6;1012;16;24.5;30;24;10;89;1.4;5.2
"1999-12-07 00:00:00";"NA";"NA";"NA";70;6;1012;16;25.5;"NA";"NA";"NA";86;2.6;0
"1999-12-06 21:00:00";12.5;0;90;70;6;1011;15.25;27;30.5;24;10;78;4;9.4
"1999-12-06 18:00:00";12.6;1;60;70;6;1011;15.25;27;30.5;24;10;78;4;9.2
"1999-12-06 15:00:00";12.8;1;80;60;6;1012;11.75;28.5;30.5;24;10;73;3.8;9.1
"1999-12-06 12:00:00";"NA";"NA";"NA";70;6;1014;4.5;29;"NA";"NA";"NA";65;4;0
"1999-12-06 09:00:00";12.4;1;60;30;6;1012;0.25;25;30.5;23.5;10;89;1;4.8
"1999-12-06 06:00:00";12.4;0;70;60;6;1011;0;24.5;30.5;23.5;10;88;0.9;5.2
"1999-12-06 03:00:00";12.4;0;90;70;6;1012;18.25;25;30.5;23.5;10;86;3;7.3
"1999-12-06 00:00:00";12.4;0;90;80;6;1012;18.25;25.5;30.5;23.5;10;86;3.2;7.6
"1999-12-05 21:00:00";12.5;0;80;60;6;1010;18.25;25.5;30.5;23.5;10;83;3.4;9.4
"1999-12-05 18:00:00";12.7;1;90;70;6;1010;16.5;28;30.5;23.5;10;72;3.5;10.7
"1999-12-05 15:00:00";12.8;1;90;90;6;1012;12.25;30.5;30.5;23.5;10;66;4.1;10.6
"1999-12-05 12:00:00";"NA";"NA";"NA";80;6;1013;4.25;29;"NA";"NA";"NA";74;4.9;0
"1999-12-05 09:00:00";12.3;1;60;20;5;1012;0.25;25;30.5;23.5;10;93;0.5;3.6
"1999-12-05 06:00:00";12.3;0;80;60;5;1011;0;24;30.5;23.5;10;91;1.1;5.7
"1999-12-05 03:00:00";12.4;0;70;60;5;1012;26;25;30.5;23.5;10;86;2.5;6.5
"1999-12-05 00:00:00";12.4;0;70;70;5;1012;26;25.5;30.5;23.5;10;84;3.3;8.3
"1999-12-04 21:00:00";"NA";"NA";"NA";70;5;1010;26;26;"NA";"NA";"NA";80;3.6;0
"1999-12-04 18:00:00";"NA";"NA";"NA";70;5;1010;23.25;28.5;"NA";"NA";"NA";71;5.4;0
"1999-12-04 15:00:00";"NA";"NA";"NA";90;5;1012;14.25;30;"NA";"NA";"NA";67;3.1;0
"1999-12-04 09:00:00";12.4;1;100;80;5;1012;0.25;26.5;30.5;22;10;77;2.6;4.2
"1999-12-04 06:00:00";12.3;0;70;70;5;1010;0;24;30.5;22;10;91;1.1;4.7
"1999-12-04 03:00:00";12.4;0;80;80;5;1011;25.5;25;30.5;22;10;89;2.2;5.6
"1999-12-04 00:00:00";12.4;0;90;80;5;1012;25.5;25.5;30.5;22;10;84;2.5;6.1
"1999-12-03 21:00:00";"NA";"NA";"NA";70;5;1011;25.5;25.5;"NA";"NA";"NA";84;3;0
"1999-12-03 18:00:00";"NA";"NA";"NA";90;5;1011;23;28.5;"NA";"NA";"NA";70;3.6;0
"1999-12-03 15:00:00";12.6;1;80;110;5;1013;5.5;28.5;30.5;22;10;74;1.6;6.9
"1999-12-03 12:00:00";12.7;1;60;110;5;1013;5.5;28.5;30.5;22;10;74;1.6;6.1
"1999-12-03 09:00:00";12.4;1;90;310;5;1012;0.25;24.5;30.5;24;10;98;0.2;3.2
"1999-12-03 06:00:00";12.4;0;100;90;5;1011;0;23;30.5;24;5;98;0.2;4.9
"1999-12-03 03:00:00";12.4;0;90;140;4;1011;19.5;23.5;30.5;24;10;97;0.9;6.9
"1999-12-03 00:00:00";12.4;0;100;100;2;1012;19.5;24.5;30.5;24;10;91;0.7;3.5
"1999-12-02 21:00:00";12.5;0;90;110;2;1011;19.5;25.5;30.5;25;10;85;1.2;5
"1999-12-02 18:00:00";"NA";"NA";"NA";100;2;1010;17.25;29;"NA";"NA";"NA";71;1.8;0
"1999-12-02 15:00:00";12.8;1;80;90;1;1012;11.25;29;30.5;25;10;69;2.9;7.6
"1999-12-02 12:00:00";12.8;1;80;90;1;1013;3.75;29;30.5;25;10;73;2.8;6.8
"1999-12-02 09:00:00";12.3;1;90;110;0;1012;0;25;30.5;23.5;10;91;1.2;5.5
"1999-12-02 06:00:00";12.3;0;90;110;0;1011;0;25;30.5;23.5;10;88;1;5.3
"1999-12-02 03:00:00";12.4;0;80;90;0;1012;21.75;25;30.5;23.5;10;87;1.4;6.6
"1999-12-02 00:00:00";"NA";"NA";"NA";80;0;1012;21.75;25;"NA";"NA";"NA";83;2.9;0
"1999-12-01 21:00:00";"NA";"NA";"NA";90;0;1011;21.75;25.5;"NA";"NA";"NA";79;3;0
"1999-12-01 18:00:00";"NA";"NA";"NA";90;0;1010;19.25;28.5;"NA";"NA";"NA";68;3.6;0
"1999-12-01 15:00:00";12.7;1;90;80;0;1011;10.5;29;31;23.5;10;63;5.5;10.1
"1999-12-01 12:00:00";12.7;1;80;70;0;1012;3.25;27.5;31;23.5;10;71;4.3;10.6
"1999-12-01 09:00:00";"NA";"NA";"NA";40;0;1012;0.25;26;"NA";"NA";"NA";84;1.9;0
"1999-12-01 06:00:00";12.3;0;60;50;0;1010;0;24.5;31;24.5;10;88;2.1;5.9
"1999-12-01 03:00:00";12.4;0;50;70;0;1011;18;25;31;24.5;10;90;3.4;7.2
"1999-12-01 00:00:00";12.4;0;50;70;0;1012;18;25;31;24.5;10;91;2.8;6.7
"1999-11-30 21:00:00";"NA";"NA";"NA";70;273;1010;18;26;"NA";"NA";"NA";83;3.6;0
"1999-11-30 18:00:00";12.7;1;70;70;273;1010;16.25;28.5;30.5;24.5;10;68;5.5;12.2
"1999-11-30 15:00:00";12.7;1;80;60;273;1012;9.75;29.5;30.5;24.5;10;68;6.2;12.6
"1999-11-30 12:00:00";12.8;1;30;50;273;1013;3.25;29.5;30.5;24.5;10;67;3.6;7.5
"1999-11-30 09:00:00";12.3;1;30;20;273;1011;0.25;25.5;30.5;25;10;91;2.6;5.5
"1999-11-30 06:00:00";12.3;0;40;350;273;1010;0;25;30.5;25;10;94;1.3;3.8
"1999-11-30 03:00:00";12.3;0;40;20;273;1011;18.5;25.5;30.5;25;10;90;1.4;6.6
